invoice_id,date,vendor,amount,description,category,approved_by
INV-1531,2024-05-05,Apex Technology Solutions,18588.66,Network infrastructure upgrade phase 2,IT,A.Reeves
INV-1221,2024-05-12,Ironwood Engineering Corp,9730.71,Payroll processing services — monthly retainer,CONSULTING,D.Okafor
INV-1046,2024-08-18,Lakeview Office Supplies Co,1504.22,HR consulting — executive recruitment cycle,SUPPLIES,L.Torres
INV-1004,2024-03-13,Lakeview Office Supplies Co,2320.95,Cybersecurity monitoring — 24/7 SOC retainer,SUPPLIES,A.Reeves
INV-1650,2024-03-21,Apex Technology Solutions,25472.02,Staff compliance certification training,IT,A.Reeves
INV-1453,2024-09-07,Horizon Training Solutions,8330.18,Annual security audit and penetration testing,CONSULTING,J.Harrison
INV-1692,2024-10-31,Ironwood Engineering Corp,25000.0,Catering services — quarterly board meeting,OPERATIONS,D.Okafor
INV-1732,2024-04-26,General Business Solutions,16916.2,Cash advance — project expenses,SUPPLIES,J.Harrison
INV-1437,2024-07-19,Summit Financial Advisors,26713.47,Legal filing fees and court documentation costs,FINANCE,R.Novak
INV-1554,2024-11-23,Westbrook Print & Media,4109.43,Legal retainer — contract review and advisory,MARKETING,A.Reeves
INV-1140,2024-07-05,Blue Ridge Analytics Group,26322.19,Corporate travel management — Q1 booking fees,CONSULTING,S.Patel
INV-1375,2024-05-23,Blue Ridge Analytics Group,21921.01,Legal filing fees and court documentation costs,CONSULTING,A.Reeves
INV-1118,2024-08-25,Avalon Research Associates,10253.28,Office supplies and stationery restock,CONSULTING,S.Patel
INV-1155,2024-01-27,Apex Technology Solutions,72623.91,Payroll processing services — monthly retainer,IT,L.Torres
INV-1172,2024-07-12,Eagle Eye Security Systems,14237.27,Software development sprint 18 — backend API,SECURITY,L.Torres
INV-1585,2024-12-26,Apex Technology Solutions,18684.75,Cloud hosting — production environment monthly,LOGISTICS,S.Patel
INV-1161,2024-03-09,Blue Ridge Analytics Group,43478.46,IT helpdesk and L2 support services,CONSULTING,A.Reeves
INV-1263,2024-03-16,Lakeview Office Supplies Co,645.95,Brand identity redesign — new product line,SUPPLIES,L.Torres
INV-1415,2024-06-08,Meridian Legal Partners LLP,14098.78,Monthly software license renewal,LEGAL,M.Chen
INV-1441,2024-01-29,Oakwood Facilities Mgmt,1512.29,Catering services — quarterly board meeting,FACILITIES,R.Novak
INV-1312,2024-05-26,Cascade Digital Systems,17466.08,Customs brokerage and import clearance fees,IT,D.Okafor
INV-1251,2024-04-01,Apex Technology Solutions,26903.53,Third-party pen test — web application scope,IT,S.Patel
INV-1122,2024-10-05,Summit Financial Advisors,23942.72,Executive search — VP of Engineering placement,FINANCE,R.Novak
INV-1142,2024-02-22,Cascade Digital Systems,13704.3,Freight and logistics — bulk shipment handling,IT,J.Harrison
INV-1685,2024-03-17,Quantum Cloud Infrastructure,10000.0,Digital marketing campaign Q2 execution,IT,L.Torres
INV-1729,2024-08-22,Quick Pay Services,24388.8,Misc,OPERATIONS,S.Patel
INV-1621,2024-04-18,Delta Freight Services LLC,2193.05,Remote access VPN — enterprise license expansion,LOGISTICS,M.Chen
INV-1647,2024-10-10,Frontier Logistics Partners,1624.23,Equipment lease payment — fiscal Q3,LOGISTICS,M.Chen
INV-1318,2024-06-29,Redrock Data Solutions,7587.32,Annual maintenance and support contract renewal,FINANCE,M.Chen
INV-1335,2024-04-09,Meridian Legal Partners LLP,6796.49,Services rendered,LEGAL,D.Okafor
INV-1750,2024-07-08,Summit Financial Advisors,98424.46,Industry conference attendance — professional development,FINANCE,J.Harrison
INV-1131,2024-06-04,Frontier Logistics Partners,6369.75,Adjustment,LOGISTICS,J.Harrison
INV-1609,2024-01-28,Lakeview Office Supplies Co,593.08,Cybersecurity monitoring — 24/7 SOC retainer,SUPPLIES,A.Reeves
INV-1168,2024-08-28,Blue Ridge Analytics Group,10671.03,Cybersecurity monitoring — 24/7 SOC retainer,CONSULTING,R.Novak
INV-1267,2024-06-30,Delta Freight Services LLC,4743.83,Corporate travel management — Q1 booking fees,LOGISTICS,A.Reeves
INV-1085,2024-08-01,Summit Financial Advisors,12460.47,ERP system customization — procurement module,FINANCE,S.Patel
INV-1682,2024-01-26,Ironwood Engineering Corp,10000.0,Print and marketing collateral production,OPERATIONS,L.Torres
INV-1477,2024-09-13,Blue Ridge Analytics Group,37475.12,Legal filing fees and court documentation costs,CONSULTING,S.Patel
INV-1680,2024-08-06,Unity Healthcare Partners,10000.0,Network infrastructure upgrade phase 2,CONSULTING,M.Chen
INV-1723,2024-04-28,JJ Consulting LLC,17529.49,Gift cards — client appreciation,CONSULTING,J.Harrison
INV-1505,2024-04-23,Harbor Light Consulting,20282.5,Advertising placement — industry trade publication,CONSULTING,S.Patel
INV-1206,2024-08-23,Summit Financial Advisors,28574.61,Print and marketing collateral production,FACILITIES,D.Okafor
INV-1684,2024-05-07,Apex Technology Solutions,10000.0,Misc,IT,L.Torres
INV-1317,2024-03-22,Meridian Legal Partners LLP,7903.76,Legal retainer — contract review and advisory,LEGAL,R.Novak
INV-1132,2024-11-13,Summit Financial Advisors,23960.71,Firewall replacement and network segmentation,FINANCE,S.Patel
INV-1279,2024-11-30,Silverstone IT Services,4723.83,Financial audit preparation and documentation support,IT,M.Chen
INV-1559,2024-04-18,Northpoint Marketing Agency,8003.6,General expenses,MARKETING,S.Patel
INV-1348,2024-10-19,Lakeview Office Supplies Co,921.39,Environmental compliance consulting services,SUPPLIES,D.Okafor
INV-1737,2024-09-16,Summit Financial Advisors,75797.98,Freight and logistics — bulk shipment handling,FINANCE,M.Chen
INV-1351,2024-11-25,Meridian Legal Partners LLP,6048.49,Q1 consulting services — enterprise architecture,SUPPLIES,M.Chen
INV-1012,2024-08-01,Delta Freight Services LLC,2853.12,Executive search — VP of Engineering placement,LOGISTICS,M.Chen
INV-1262,2024-06-24,Sunrise Fleet Management,1312.62,Industry conference attendance — professional development,LOGISTICS,A.Reeves
INV-1686,2024-04-17,Delta Freight Services LLC,5000.0,Data analytics platform subscription renewal,LOGISTICS,S.Patel
INV-1247,2024-12-17,Ironwood Engineering Corp,6001.76,Cloud hosting — production environment monthly,OPERATIONS,M.Chen
INV-1070,2024-05-05,Unity Healthcare Partners,21562.34,Warehouse storage and fulfillment services Q4,MARKETING,S.Patel
INV-1322,2024-03-27,Unity Healthcare Partners,3563.9,Third-party pen test — web application scope,CONSULTING,A.Reeves
INV-1035,2024-10-03,Unity Healthcare Partners,4375.5,Inventory management system — annual license,CONSULTING,A.Reeves
INV-1671-01,2024-08-19,Apex Technology Solutions,24625.3,Partial payment 1/3 — project milestone,IT,R.Novak
INV-1260,2024-03-30,Westbrook Print & Media,2210.81,Market research and competitive landscape analysis,MARKETING,D.Okafor
INV-1087,2024-11-08,Cascade Digital Systems,21110.84,Services rendered,SUPPLIES,L.Torres
INV-1451,2024-02-20,Ironwood Engineering Corp,10591.27,Tax planning and financial advisory services,OPERATIONS,L.Torres
INV-1720,2024-08-04,Northpoint Marketing Agency,998.0,Industry conference attendance — professional development,MARKETING,R.Novak
INV-1385,2024-06-15,Sunrise Fleet Management,1503.21,Freight and logistics — bulk shipment handling,CONSULTING,R.Novak
INV-1745,2024-09-01,Summit Financial Advisors,83595.32,Freight and logistics — bulk shipment handling,FINANCE,M.Chen
INV-1379,2024-11-18,Ridgeline Catering Co,1286.9,Database migration and cloud uplift services,FACILITIES,S.Patel
INV-1689,2024-08-17,Harbor Light Consulting,5000.0,Data analytics platform subscription renewal,CONSULTING,A.Reeves
INV-1497,2024-07-04,Vanguard Analytics Inc,4646.79,Executive coaching program — leadership team,IT,D.Okafor
INV-1735,2024-02-18,Summit Financial Advisors,78260.47,Freight and logistics — bulk shipment handling,FINANCE,M.Chen
INV-1197,2024-12-11,Unity Healthcare Partners,3401.11,Warehouse storage and fulfillment services Q4,CONSULTING,R.Novak
INV-1698,2024-02-24,Summit Financial Advisors,100000.0,Office supplies and stationery restock,FINANCE,S.Patel
INV-1655,2024-11-28,Apex Technology Solution,12764.26,Catering services — quarterly board meeting,IT,J.Harrison
INV-1332,2024-04-22,Vanguard Analytics Inc,6172.29,Security camera installation — warehouse expansion,IT,L.Torres
INV-1057,2024-11-18,Quantum Cloud Infrastructure,4147.82,Executive coaching program — leadership team,FACILITIES,A.Reeves
INV-1136,2024-12-23,Quantum Cloud Infrastructure,7836.76,Market research and competitive landscape analysis,IT,R.Novak
INV-1524,2024-11-15,Northpoint Marketing Agency,3980.82,Payroll processing services — monthly retainer,OPERATIONS,S.Patel
INV-1436,2024-11-21,Eagle Eye Security Systems,5556.5,Executive coaching program — leadership team,SECURITY,D.Okafor
INV-1532,2024-06-05,Apex Technology Solutions,11738.03,IT helpdesk and L2 support services,IT,R.Novak
INV-1668-02,2024-05-29,Blue Ridge Analytics Group,9769.39,Partial payment 2/3 — project milestone,CONSULTING,R.Novak
INV-1611,2024-12-24,Delta Freight Services LLC,700.85,Executive coaching program — leadership team,LOGISTICS,D.Okafor
INV-1657,2024-11-03,Frontierr Logistics Partners,2561.85,Tax planning and financial advisory services,LOGISTICS,L.Torres
INV-1755,2024-02-12,Summit Financial Advisors,90500.31,Data analytics platform subscription renewal,FINANCE,M.Chen
INV-1255,2024-12-27,Frontier Logistics Partners,1507.96,Corporate travel management — Q1 booking fees,LOGISTICS,A.Reeves
INV-1467,2024-03-01,Avalon Research Associates,9817.12,Temporary staffing — operations peak period,CONSULTING,L.Torres
INV-1377,2024-03-01,Ridgeline Catering Co,1887.23,Insurance premium — commercial liability policy,FACILITIES,R.Novak
INV-1257,2024-03-03,Harbor Light Consulting,13551.65,HR consulting — executive recruitment cycle,CONSULTING,M.Chen
INV-1366,2024-08-06,Frontier Logistics Partners,4498.43,Legal retainer — contract review and advisory,OPERATIONS,M.Chen
INV-1493,2024-03-20,Meridian Legal Partners LLP,9131.95,Advertising placement — industry trade publication,LEGAL,J.Harrison
INV-1058,2024-12-04,Northpoint Marketing Agency,4931.81,Firewall replacement and network segmentation,SECURITY,D.Okafor
INV-1388,2024-12-24,Elmwood Graphics Studio,2522.59,Annual maintenance and support contract renewal,MARKETING,S.Patel
INV-1298,2024-03-28,Avalon Research Associates,9153.23,SharePoint migration — intranet modernization,CONSULTING,S.Patel
INV-1187,2024-11-14,Cascade Digital Systems,6276.13,Facilities management — HVAC preventive maintenance,IT,L.Torres
INV-1078,2024-06-26,Meridian Legal Partners LLP,13863.88,Gift cards — client appreciation,SECURITY,L.Torres
INV-1458,2024-11-14,Meridian Legal Partners LLP,12846.76,Correction — prior period,IT,R.Novak
INV-1501,2024-03-19,Apex Technology Solutions,13743.13,Office supplies and stationery restock,IT,L.Torres
INV-1668-01,2024-05-26,Blue Ridge Analytics Group,9607.16,Partial payment 1/3 — project milestone,CONSULTING,M.Chen
INV-1721,2024-12-01,Titan Security Services,997.0,IT helpdesk and L2 support services,SECURITY,R.Novak
INV-1252,2024-11-11,Quantum Cloud Infrastructure,7052.02,Legal due diligence — acquisition target review,CONSULTING,L.Torres
INV-1575,2024-07-15,Pacific Rim Staffing,4254.88,Equipment lease payment — fiscal Q3,CONSULTING,M.Chen
INV-1582,2024-06-23,Meridian Legal Partners LLP,5597.06,Benefits administration platform — annual fee,LEGAL,S.Patel
INV-1045,2024-02-27,Vanguard Analytics Inc,11414.21,Q1 consulting services — enterprise architecture,IT,R.Novak
INV-1469,2024-05-10,Summit Financial Advisors,34365.64,Legal filing fees and court documentation costs,FINANCE,S.Patel
INV-1339,2024-02-28,Cascade Digital Systems,5456.26,Database migration and cloud uplift services,OPERATIONS,J.Harrison
INV-1281,2024-02-09,Harbor Light Consulting,29773.12,Cloud hosting — production environment monthly,CONSULTING,J.Harrison
INV-1626,2024-08-27,Meridian Legal Partners LLP,10996.89,Print and marketing collateral production,OPERATIONS,R.Novak
INV-1198,2024-01-20,Redrock Data Solutions,8312.54,Temporary staffing — operations peak period,IT,M.Chen
INV-1400,2024-08-30,Frontier Logistics Partners,1197.08,Inventory management system — annual license,LOGISTICS,D.Okafor
INV-1299,2024-05-02,Crestview Supplies Ltd,1791.74,Legal filing fees and court documentation costs,SUPPLIES,J.Harrison
INV-1210,2024-01-15,Frontier Logistics Partners,4009.02,Equipment lease payment — fiscal Q3,LOGISTICS,L.Torres
INV-1631,2024-05-20,Elmwood Graphics Studio,2054.18,Warehouse storage and fulfillment services Q4,MARKETING,D.Okafor
INV-1081,2024-02-17,Ironwood Engineering Corp,9107.06,Employee benefits consulting — open enrollment,OPERATIONS,M.Chen
INV-1426,2024-07-02,Ironwood Engineering Corp,6548.8,Legal due diligence — acquisition target review,OPERATIONS,D.Okafor
INV-1748,2024-02-18,Summit Financial Advisors,83215.77,Brand identity redesign — new product line,FINANCE,J.Harrison
INV-1232,2024-05-23,Frontier Logistics Partners,8166.62,Legal filing fees and court documentation costs,IT,S.Patel
INV-1386,2024-08-22,Blue Ridge Analytics Group,20024.15,Digital marketing campaign Q2 execution,SECURITY,R.Novak
INV-1649,2024-10-09,Cascade Digital Systems,3405.42,Cloud hosting — production environment monthly,IT,D.Okafor
INV-1706,2024-04-23,Summit Financial Advisors,9995.0,Catering services — quarterly board meeting,FINANCE,J.Harrison
INV-1496,2024-01-19,Meridian Legal Partners LLP,37678.97,Industry conference attendance — professional development,LEGAL,M.Chen
INV-1431,2024-03-28,Ironwood Engineering Corp,7946.74,Firewall replacement and network segmentation,OPERATIONS,A.Reeves
INV-1590,2024-10-11,Yellowstone Equipment Rental,5590.48,Catering services — quarterly board meeting,OPERATIONS,M.Chen
INV-1610,2024-04-28,Apex Technology Solutions,7981.58,Equipment lease payment — fiscal Q3,IT,A.Reeves
INV-1229,2024-11-24,Sterling Law Group,10442.78,Environmental compliance consulting services,FINANCE,L.Torres
INV-1303,2024-12-15,Summit Financial Advisors,26499.57,Annual maintenance and support contract renewal,FINANCE,A.Reeves
INV-1019,2024-11-21,Meridian Legal Partners LLP,6700.22,Data analytics platform subscription renewal,LEGAL,R.Novak
INV-1138,2024-07-05,Quantum Cloud Infrastructure,17505.36,HR consulting — executive recruitment cycle,IT,D.Okafor
INV-1660,2024-02-25,Summit Financial Advisory,7604.13,Freight and logistics — bulk shipment handling,FINANCE,M.Chen
INV-1314,2024-08-13,Blue Ridge Analytics Group,60363.05,HR consulting — executive recruitment cycle,SUPPLIES,A.Reeves
INV-1080,2024-02-13,Meridian Legal Partners LLP,9302.65,HR consulting — executive recruitment cycle,LEGAL,M.Chen
INV-1014,2024-12-14,Ironwood Engineering Corp,4355.83,Executive search — VP of Engineering placement,OPERATIONS,L.Torres
INV-1207,2024-04-04,Cascade Digital Systems,4873.89,Print and marketing collateral production,IT,J.Harrison
INV-1738,2024-11-09,Summit Financial Advisors,74795.31,HR consulting — executive recruitment cycle,FINANCE,J.Harrison
INV-1506,2024-07-31,Ironwood Engineering Corp,7926.9,Copier and printer lease — main office,OPERATIONS,R.Novak
INV-1548,2024-09-02,Summit Financial Advisors,10311.3,Executive search — VP of Engineering placement,FINANCE,L.Torres
INV-1095,2024-09-05,Westbrook Print & Media,2107.1,Industry conference attendance — professional development,MARKETING,L.Torres
INV-1391,2024-06-05,Vanguard Analytics Inc,5835.02,Security camera installation — warehouse expansion,IT,S.Patel
INV-1583,2024-10-22,Crestview Supplies Ltd,402.97,Freight and logistics — bulk shipment handling,IT,S.Patel
INV-1525,2024-10-10,Blue Ridge Analytics Group,19157.48,Warehouse storage and fulfillment services Q4,CONSULTING,A.Reeves
INV-1186,2024-02-18,Summit Financial Advisors,11288.54,HR consulting — executive recruitment cycle,FINANCE,D.Okafor
INV-1468,2024-02-20,Meridian Legal Partners LLP,7751.02,SharePoint migration — intranet modernization,FACILITIES,S.Patel
INV-1107,2024-01-24,Unity Healthcare Partners,6880.7,Firewall replacement and network segmentation,CONSULTING,R.Novak
INV-1055,2024-04-13,Elmwood Graphics Studio,1334.38,Catering services — quarterly board meeting,MARKETING,D.Okafor
INV-1586,2024-02-11,Lakeview Office Supplies Co,3009.91,Translation and localization services — APAC,SUPPLIES,L.Torres
INV-1398,2024-02-29,Delta Freight Services LLC,1740.57,Q1 consulting services — enterprise architecture,LOGISTICS,D.Okafor
INV-1425,2024-11-18,Horizon Training Solutions,1870.54,Remote access VPN — enterprise license expansion,CONSULTING,D.Okafor
INV-1608,2024-03-20,Cascade Digital Systems,3408.02,Cloud hosting — production environment monthly,LOGISTICS,M.Chen
INV-1071,2024-07-24,Vanguard Analytics Inc,4274.06,Corporate travel management — Q1 booking fees,IT,A.Reeves
INV-1306,2024-04-12,Cascade Digital Systems,16294.31,Per prior agreement,IT,A.Reeves
INV-1693,2024-04-24,Frontier Logistics Partners,25000.0,Cash advance — project expenses,LOGISTICS,M.Chen
INV-1079,2024-01-10,Horizon Training Solutions,866.82,Executive search — VP of Engineering placement,CONSULTING,L.Torres
INV-1404,2024-05-23,Apex Technology Solutions,16519.58,Firewall replacement and network segmentation,SUPPLIES,L.Torres
INV-1446,2024-11-21,Cascade Digital Systems,20319.14,Environmental compliance consulting services,IT,A.Reeves
INV-1728,2024-01-15,Quick Pay Services,17198.83,Various services,OPERATIONS,M.Chen
INV-1635,2024-05-18,Meridian Legal Partners LLP,27133.63,IT helpdesk and L2 support services,OPERATIONS,R.Novak
INV-1649,2024-10-09,Cascade Digital Systems,3405.42,Cloud hosting — production environment monthly,IT,D.Okafor
INV-1083,2024-10-02,Silverstone IT Services,7120.95,Office supplies and stationery restock,IT,S.Patel
INV-1700,2024-04-24,Titan Security Services,2500.0,Miscellaneous expenses,SECURITY,L.Torres
INV-1246,2024-02-24,Meridian Legal Partners LLP,15316.36,HR consulting — executive recruitment cycle,LEGAL,A.Reeves
INV-1337,2024-02-05,Lakeview Office Supplies Co,876.79,Software development sprint 18 — backend API,SUPPLIES,S.Patel
INV-1040,2024-10-29,Delta Freight Services LLC,848.93,Cloud hosting — production environment monthly,LOGISTICS,A.Reeves
INV-1264,2024-12-05,Blue Ridge Analytics Group,18001.4,Office supplies and stationery restock,LOGISTICS,A.Reeves
INV-1545,2024-11-18,Apex Technology Solutions,19486.42,Industry conference attendance — professional development,IT,D.Okafor
INV-1042,2024-06-18,Delta Freight Services LLC,7816.7,Per prior agreement,LOGISTICS,D.Okafor
INV-1311,2024-05-21,Meridian Legal Partners LLP,4121.42,Industry conference attendance — professional development,LEGAL,S.Patel
INV-1560,2024-04-04,Horizon Training Solutions,8950.86,Employee benefits consulting — open enrollment,CONSULTING,J.Harrison
INV-1584,2024-06-29,Apex Technology Solutions,6288.89,Digital marketing campaign Q2 execution,IT,A.Reeves
INV-1397,2024-03-27,Pinnacle Risk Advisors,10548.57,Customs brokerage and import clearance fees,FINANCE,L.Torres
INV-1741,2024-08-16,Summit Financial Advisors,78971.36,HR consulting — executive recruitment cycle,FINANCE,J.Harrison
INV-1465,2024-02-29,Redrock Data Solutions,6283.95,Database migration and cloud uplift services,OPERATIONS,R.Novak
INV-1574,2024-08-29,Meridian Legal Partners LLP,23260.11,Warehouse storage and fulfillment services Q4,LEGAL,S.Patel
INV-1459,2024-01-21,Apex Technology Solutions,23774.92,Office supplies and stationery restock,IT,A.Reeves
INV-1370,2024-02-03,Cascade Digital Systems,8916.03,IT helpdesk and L2 support services,IT,M.Chen
INV-1230,2024-08-31,Delta Freight Services LLC,4561.75,Market research and competitive landscape analysis,SUPPLIES,M.Chen
INV-1135,2024-03-20,Westbrook Print & Media,1230.37,IT helpdesk and L2 support services,MARKETING,D.Okafor
INV-1157,2024-11-22,Summit Financial Advisors,16398.6,Inventory management system — annual license,LOGISTICS,L.Torres
INV-1239,2024-04-04,Apex Technology Solutions,32862.88,Insurance premium — commercial liability policy,LOGISTICS,R.Novak
INV-1182,2024-10-20,Vanguard Analytics Inc,12951.08,Cybersecurity monitoring — 24/7 SOC retainer,IT,S.Patel
INV-1096,2024-08-19,Silverstone IT Services,2889.91,Network infrastructure upgrade phase 2,IT,D.Okafor
INV-1258,2024-08-25,Delta Freight Services LLC,2368.28,Warehouse storage and fulfillment services Q4,LOGISTICS,L.Torres
INV-1401,2024-02-20,Vanguard Analytics Inc,12010.34,General expenses,IT,M.Chen
INV-1433,2024-08-12,Meridian Legal Partners LLP,10774.92,Executive search — VP of Engineering placement,SECURITY,A.Reeves
INV-1235,2024-12-26,Cascade Digital Systems,9679.97,Print and marketing collateral production,IT,J.Harrison
INV-1043,2024-03-13,Delta Freight Services LLC,2829.11,Q1 consulting services — enterprise architecture,LOGISTICS,L.Torres
INV-1238,2024-09-22,Meridian Legal Partners LLP,16150.13,Inventory management system — annual license,LEGAL,D.Okafor
INV-1645,2024-03-14,Meridian Legal Partners LLP,12840.59,Catering services — quarterly board meeting,LEGAL,S.Patel
INV-1063,2024-05-09,Cascade Digital Systems,12272.47,Staff compliance certification training,IT,A.Reeves
INV-1371,2024-07-28,Unity Healthcare Partners,5447.87,Customs brokerage and import clearance fees,CONSULTING,S.Patel
INV-1074,2024-07-24,Quantum Cloud Infrastructure,5309.81,Market research and competitive landscape analysis,IT,R.Novak
INV-1128,2024-09-23,Crestview Supplies Ltd,2590.12,,SUPPLIES,R.Novak
INV-1082,2024-12-12,Meridian Legal Partners LLP,10731.63,Q1 consulting services — enterprise architecture,LEGAL,M.Chen
INV-1037,2024-12-22,Lakeview Office Supplies Co,881.74,Q1 consulting services — enterprise architecture,SUPPLIES,J.Harrison
INV-1283,2024-04-08,Westbrook Print & Media,4988.33,Corporate travel management — Q1 booking fees,MARKETING,S.Patel
INV-1285,2024-10-05,Unity Healthcare Partners,7183.07,Firewall replacement and network segmentation,CONSULTING,D.Okafor
INV-1194,2024-11-30,Blue Ridge Analytics Group,24426.91,Personal expense reimbursement,CONSULTING,D.Okafor
INV-1544,2024-09-15,Cascade Digital Systems,22382.33,ERP system customization — procurement module,SUPPLIES,J.Harrison
INV-1310,2024-01-27,Avalon Research Associates,28518.69,Staff compliance certification training,CONSULTING,A.Reeves
INV-1644,2024-05-11,Blue Ridge Analytics Group,27075.85,Network infrastructure upgrade phase 2,CONSULTING,S.Patel
INV-1482,2024-07-09,Frontier Logistics Partners,3597.23,Executive search — VP of Engineering placement,FACILITIES,A.Reeves
INV-1580,2024-04-01,Meridian Legal Partners LLP,9755.41,Employee benefits consulting — open enrollment,LEGAL,D.Okafor
INV-1363,2024-10-13,Unity Healthcare Partners,3300.71,Print and marketing collateral production,CONSULTING,L.Torres
INV-1746,2024-10-14,Summit Financial Advisors,87476.0,Annual maintenance and support contract renewal,FINANCE,J.Harrison
INV-1352,2024-12-01,Summit Financial Advisors,28136.01,SharePoint migration — intranet modernization,FINANCE,S.Patel
INV-1038,2024-05-11,Ridgeline Catering Co,1772.62,Advertising placement — industry trade publication,SUPPLIES,J.Harrison
INV-1212,2024-11-13,Sterling Law Group,3637.8,Security camera installation — warehouse expansion,LEGAL,A.Reeves
INV-1418,2024-02-05,Harbor Light Consulting,19591.58,Insurance premium — commercial liability policy,CONSULTING,J.Harrison
INV-1233,2024-08-16,Apex Technology Solutions,18640.56,Staff compliance certification training,IT,S.Patel
INV-1449,2024-04-09,Summit Financial Advisors,25093.1,Data analytics platform subscription renewal,FINANCE,L.Torres
INV-1289,2024-02-29,Meridian Legal Partners LLP,10179.06,IT helpdesk and L2 support services,LEGAL,S.Patel
INV-1443,2024-06-12,Cascade Digital Systems,8977.75,Security camera installation — warehouse expansion,IT,D.Okafor
INV-1647,2024-10-10,Frontier Logistics Partners,1624.23,Equipment lease payment — fiscal Q3,LOGISTICS,M.Chen
INV-1644,2024-05-11,Blue Ridge Analytics Group,27075.85,Network infrastructure upgrade phase 2,CONSULTING,S.Patel
INV-1461,2024-03-19,Apex Technology Solutions,8220.26,Insurance premium — commercial liability policy,IT,D.Okafor
INV-1153,2024-10-12,Cascade Digital Systems,12260.8,ERP system customization — procurement module,IT,R.Novak
INV-1430,2024-07-31,Yellowstone Equipment Rental,1895.69,Personal expense reimbursement,OPERATIONS,D.Okafor
INV-1387,2024-08-16,Apex Technology Solutions,4186.25,HR consulting — executive recruitment cycle,IT,M.Chen
INV-1653,2024-04-14,Apex Technology Solution,4249.23,Freight and logistics — bulk shipment handling,IT,A.Reeves
INV-1634,2024-08-01,Eagle Eye Security Systems,7331.31,Employee benefits consulting — open enrollment,SECURITY,J.Harrison
INV-1642,2024-09-21,Summit Financial Advisors,25801.12,Freight and logistics — bulk shipment handling,FINANCE,J.Harrison
INV-1253,2024-03-31,Quantum Cloud Infrastructure,4255.9,Employee benefits consulting — open enrollment,IT,S.Patel
INV-1552,2024-12-23,Ironwood Engineering Corp,17888.88,Data analytics platform subscription renewal,OPERATIONS,A.Reeves
INV-1422,2024-07-09,Sunrise Fleet Management,1552.09,Corporate travel management — Q1 booking fees,SECURITY,A.Reeves
INV-1489,2024-07-22,Horizon Training Solutions,9400.61,Insurance premium — commercial liability policy,SECURITY,S.Patel
INV-1556,2024-02-10,Westbrook Print & Media,4555.16,IT helpdesk and L2 support services,MARKETING,J.Harrison
INV-1487,2024-10-16,Cascade Digital Systems,13375.18,Equipment lease payment — fiscal Q3,SECURITY,J.Harrison
INV-1751,2024-12-10,Summit Financial Advisors,95862.28,IT helpdesk and L2 support services,FINANCE,J.Harrison
INV-1599,2024-10-25,Cascade Digital Systems,14098.47,Cybersecurity monitoring — 24/7 SOC retainer,LOGISTICS,M.Chen
INV-1007,2024-06-19,Lakeview Office Supplies Co,2048.86,Copier and printer lease — main office,SUPPLIES,A.Reeves
INV-1145,2024-01-30,Apex Technology Solutions,21016.66,Network infrastructure upgrade phase 2,MARKETING,L.Torres
INV-1105,2024-06-25,Quantum Cloud Infrastructure,3017.54,Legal filing fees and court documentation costs,IT,J.Harrison
INV-1242,2024-11-05,Blue Ridge Analytics Group,20384.9,Structural engineering assessment — building A,OPERATIONS,S.Patel
INV-1668-03,2024-05-26,Blue Ridge Analytics Group,9848.23,Partial payment 3/3 — project milestone,CONSULTING,L.Torres
INV-1648,2024-02-14,Meridian Legal Partners LLP,11072.47,Freight and logistics — bulk shipment handling,LEGAL,M.Chen
INV-1164,2024-02-22,Apex Technology Solutions,9596.85,Monthly software license renewal,FACILITIES,L.Torres
INV-1498,2024-03-20,Summit Financial Advisors,7365.32,Annual security audit and penetration testing,FINANCE,S.Patel
INV-1471,2024-10-25,Frontier Logistics Partners,1392.78,Freight and logistics — bulk shipment handling,LOGISTICS,A.Reeves
INV-1442,2024-04-13,Blue Ridge Analytics Group,34508.72,IT helpdesk and L2 support services,CONSULTING,D.Okafor
INV-1752,2024-07-04,Summit Financial Advisors,96192.34,IT helpdesk and L2 support services,FINANCE,M.Chen
INV-1742,2024-08-16,Summit Financial Advisors,80123.83,Employee benefits consulting — open enrollment,FINANCE,J.Harrison
INV-1754,2024-08-14,Summit Financial Advisors,97511.27,Cybersecurity monitoring — 24/7 SOC retainer,FINANCE,M.Chen
INV-1429,2024-08-13,Unity Healthcare Partners,4188.44,Facilities management — HVAC preventive maintenance,SECURITY,L.Torres
INV-1661,2024-09-19,Summit Financial Advisory,6534.77,Office supplies and stationery restock,FINANCE,S.Patel
INV-1614,2024-01-25,Quantum Cloud Infrastructure,1664.78,Annual security audit and penetration testing,IT,L.Torres
INV-1563,2024-12-16,Crestview Supplies Ltd,758.24,Temporary staffing — operations peak period,SUPPLIES,R.Novak
INV-1538,2024-11-10,Crestview Supplies Ltd,850.78,Temporary staffing — operations peak period,SUPPLIES,J.Harrison
INV-1245,2024-04-04,Vanguard Analytics Inc,13000.49,Industry conference attendance — professional development,IT,R.Novak
INV-1736,2024-01-07,Summit Financial Advisors,76373.29,Equipment lease payment — fiscal Q3,FINANCE,J.Harrison
INV-1060,2024-09-01,Lakeview Office Supplies Co,715.33,Remote access VPN — enterprise license expansion,SUPPLIES,A.Reeves
